"idDienThoai";"ten";"url_img";"gia";"gia_cu";"gia_online";"ram";"rom";"mau_sac";"khuyen_mai";"url_installment";"cong_nghe_man_hinh";"do_phan_giai";"mau_man_hinh";"chuan_man_hinh";"cong_nghe_cam_ung";"man_hinh";"mat_kinh_man_hinh";"toc_do_cpu";"so_nhan";"chipset";"gpu";"cam_bien";"the_nho_ngoai";"dung_luong_the_nho_toi_da";"dung_luong_danh_ba";"bo_nho_con_lai";"kich_thuoc";"trong_luong";"kieu_dang";"chat_lieu";"chong_nuoc";"loai_pin";"cong_nghe_pin";"dung_luong_pin";"thao_roi_pin";"thoi_gian_cho";"thoi_gian_dam_thoai";"thoi_gian_sac";"sac_nhanh";"ket_noi_usb";"cong_ket_noi_khac";"cong_sac";"jack_in_out";"wifi";"gps";"bluetooth";"gprs";"edge";"loai_sim";"mang_2g";"mang_3g";"mang_4g";"khe_cam_sim";"nfc";"model_series";"he_dieu_hanh";"xem_phim";"nghe_nhac";"ghi_am";"fm_radio";"den_pin";"chuc_nang_khac";"thoi_gian_bao_hanh";"xuat_xu";"nam_san_xuat";"do_phan_giai_cam_truoc";"do_phan_giai_cam_sau";"thong_tin_khac";"quay_phim";"den_flash";"chup_anh_nang_cao";"video_call";"box";"choi_game";"ghi_chu"
"235";"iPhone XR 64GB";"https://cdn.fptshop.com.vn/Uploads/Originals/2018/10/11/636748797174925889_iphone-Xr-den.png";"15490000";"12232000";"16990000";"3 GB";"64 GB";"Đen/Đỏ/Vàng/Trắng/";"Giá đặc biệt khi mua Online đến 21/06: 15,490,000đ
Hoặc mua giá thường: 16,990,000đ
Trả góp 0%
Khách hàng được khuyến mại thêm:
Thu cũ đổi mới tiết kiệm đến 14 triệu 
Xem chi tiếtTặng PMH 500,000đ mua Airpods
Giảm đến 40% bộ sạc nhanh thương hiệu Umetravel khi mua kèm máy 
Xem chi tiếtTặng suất mua Đồng hồ thời trang giảm đến 40% 
Xem chi tiếtGiảm thêm 200,000đ khi thanh toán 100% giá trị đơn hàng qua VNPay-QR 
Xem chi tiếtBảo hành mở rộng:
Mua gói bảo hành chính hãng mở rộng 24 tháng giá 819,000đ.
 Xem chi tiếtTặng PMH 300,000đ (S) 
 Xem chi tiết";"https://fptshop.com.vn/dien-thoai/iphone-xr-64gb/420752/tra-gop";"IPS LCD";"828 x 1792 Pixels";"16 Triệu";"Liquid Retina HD";NULL;"6.1 inchs";"Kính Cường Lực";"Đang cập nhật";"6";"Apple A12 Bionic";"Apple GPU 4 nhân";"Multi-Touch";"Không";"Không";"Không giới hạn";"Đang cập nhật";"150.9 x 75.7 x 8.3 mm";"194 g";"Nguyên Khối + Thẳng";"Viền nhôm, mặt lưng kính";"Có";"Li-Ion";NULL;"Lâu hơn iPhone 8 Plus 1,5h";"Không";NULL;NULL;NULL;"Có";NULL;NULL;"Lightning";"Lightning";"802.11ac";"A-GPS, GLONASS";"v5.0";"Có";NULL;"eSIM và NanoSIM";NULL;NULL;NULL;"1";"Có";NULL;NULL;"Có";"Có";"Có";"Có";"Có";"Hỗ trợ sạc nhanh, chống nước chuẩn IP67, Face ID nhanh hơn bảo mật hơn";"12 Tháng";NULL;NULL;"7.0 MP";"12.0 MP";"Selfie ngược sáng HDR, Camera góc rộng, Nhận diện khuôn mặt";"4K";"Có";"Zoom quang học, Chụp ảnh xóa phông, A.I Camera, HDR, Panorama, Chống rung quang học";NULL;;NULL;"không"
"236";"OPPO Reno4 Pro 5G";"https://cdn.fptshop.com.vn/Uploads/Originals/2020/6/10/637273743869479638_oppo-reno4-pro-5g-1.png";"None";"None";"None";NULL;NULL;;;"không";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"không";NULL;"Sản phẩm tin đồn"
"237";"iPhone Xs Max 256GB";"https://cdn.fptshop.com.vn/Uploads/Originals/2018/10/11/636748771945393060_iPhone-Xs-Max-gold.png";"25990000";"22000000";NULL;"4 GB";"256 GB";"Vàng/";"Khách hàng chọn 1 trong 2 khuyến mại sau:
KM1:
Tặng 2,500 kWh điện trị giá 5,000,000đ (đã trừ vào giá) (*)
KM2:
Trả góp 0%
Khách hàng được khuyến mại thêm:
Thu cũ đổi mới tiết kiệm đến 14 triệu 
Xem chi tiếtTặng PMH 500,000đ mua Airpods
Giảm đến 40% bộ sạc nhanh thương hiệu Umetravel khi mua kèm máy 
Xem chi tiếtTặng suất mua Đồng hồ thời trang giảm đến 40% 
Xem chi tiếtGiảm thêm 200,000đ khi thanh toán 100% giá trị đơn hàng qua VNPay-QR 
Xem chi tiết(*): Không áp dụng trả góp 0%
Bảo hành mở rộng:
Mua gói bảo hành chính hãng mở rộng 24 tháng giá 1,499,000đ.
 Xem chi tiếtTặng PMH 300,000đ (S) ";"https:/dien-thoai/iphone-xs-max-256gb";"Super AMOLED";"1242 x 2688 Pixels";"16 Triệu";"Super Retina HD";NULL;"6.5 inchs";"Kính Cường Lực";"Đang cập nhật";"6";"Apple A12 Bionic";"Apple GPU 4 nhân";"3D Touch";"Không";"Không";"Không giới hạn";"Đang cập nhật";"157.5 x 77.4 x 7.7 mm";"208 g";"Nguyên Khối + Thẳng";"Viền thép, mặt lưng kính";"Có";"Li-Ion";NULL;"Lâu hơn iPhone X 1,5h";"Không";NULL;NULL;NULL;"Có";NULL;NULL;"Lightning";"Lightning";"802.11ac";"A-GPS, GLONASS";"v5.0";"Có";NULL;"eSIM và NanoSIM";NULL;NULL;NULL;"1";"Có";NULL;NULL;"Có";"Có";"Có";"Có";"Có";"Hỗ trợ sạc nhanh, chống nước chuẩn IP68";"12 Tháng";NULL;NULL;"7.0 MP";"Dual Camera 12.0 MP";"Selfie ngược sáng HDR, Camera góc rộng, Nhận diện khuôn mặt";"4K";"Có";"Zoom quang học, Chụp ảnh xóa phông, A.I Camera, HDR, Panorama, Chống rung quang học";NULL;;NULL;"không"
"238";"OPPO Reno Ace";"https://cdn.fptshop.com.vn/Uploads/Originals/2019/10/16/637068392287115580_oppo-reno-ace-green-1.png";"None";"None";"None";NULL;NULL;;;"không";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"không";NULL;"Sản phẩm tin đồn"
"239";"Nokia 150 DS (2020)";"https://cdn.fptshop.com.vn/Uploads/Originals/2020/5/26/637260972543913010_nokia-150-den-1.png";"659000";"550000";NULL;"4 MB";"4 MB";"Đen/";"Bảo hành mở rộng:
Mua gói bảo hành chính hãng mở rộng 24 tháng giá 99,000đ.
 Xem chi tiết";"https://fptshop.com.vn/dien-thoai/nokia-150-ds-2020/572139/tra-gop";"TFT";"320 x 240 Pixel";"65.536 màu";"QVGA";NULL;"2.4 inches";"Kính thường";"Không";"Không";"Mediatek MT6261D";"Không";"Không";"Không";"32 GB";"2000 số";"Không";"132x50.5x15mm";"90.54g";"Dạng thanh";"Hợp chất nhựa";"Không";"Li-Ion";NULL;"1020 mAh";"Có";NULL;NULL;NULL;"Không";NULL;NULL;"Micro USB";"3.5 mm";"Không";"Không";"Bluetooth V3.0";"Không";NULL;"2 SIM thường";NULL;NULL;NULL;"2";"Không";"Không";NULL;"Không";"Có";"Không";"Có";"Có";"Không";"12 Tháng";"Việt Nam";"2020";"Không";"0.3 MP";"Không";"Có";"Có";"Không";NULL;"không";NULL;"không"
"240";"Nokia 8.3 5G";"https://cdn.fptshop.com.vn/Uploads/Originals/2020/4/6/637217889289047006_nokia-8-3-5g-1.png";"None";"None";"None";NULL;NULL;;;"không";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"không";NULL;"Sản phẩm tin đồn"
"241";"Nokia 9.2";"https://cdn.fptshop.com.vn/Uploads/Originals/2020/3/3/637188213059270803_nokia-9-2-1.png";"None";"None";"None";NULL;NULL;;;"không";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"không";NULL;"Sản phẩm tin đồn"
"242";"Nokia 110 DS (2019)";"https://cdn.fptshop.com.vn/Uploads/Originals/2019/9/28/637052631603022004_nokia-110-den-1.png";"469000";"319000";NULL;"4 MB";"4 MB";"Đen/Xanh/";"Bảo hành mở rộng:
Mua gói bảo hành chính hãng mở rộng 24 tháng giá 99,000đ.
 Xem chi tiết";"https://fptshop.com.vn/dien-thoai/nokia-110-ds-2019/515672/tra-gop";"TFT";"120 x 160 Pixel";"65.536 màu";"QQVGA";NULL;"1.77 inchs";"Kính thường";"Không";"Không";"SPRD 6531E";"Không";"Không";"Micro SD";"32 GB";"2000 số";"Đang cập nhật";"115,15 x 49,85 x 14,3mm";"74.96 g";"Dạng thanh";"Nhựa";"Không";"Li-Ion";NULL;"800mAh";"Có";NULL;NULL;NULL;"Không";NULL;NULL;"MicroUSB";"3.5mm";"Không";"Không";"Không";"Không";NULL;"2 SIM thường";NULL;NULL;NULL;"2";"Không";"Không";NULL;"Không";"Có";"Không";"Có";"Có";"Không";"12 Tháng";"Trung Quốc";"2019";"Không";"QVGA";"Không";"Không";"Không";"Không";NULL;"không";NULL;"không"
"243";"Nokia 105 DS (2019)";"https://cdn.fptshop.com.vn/Uploads/Originals/2019/8/7/637007888894222572_nokia-105-2019-den-1.png";"359000";"253000";NULL;"4 MB";"4 MB";"Đen/";"Bảo hành mở rộng:
Mua gói bảo hành chính hãng mở rộng 24 tháng giá 99,000đ.
 Xem chi tiết";"https://fptshop.com.vn/dien-thoai/nokia-105-ds-2019/504192/tra-gop";"TFT";"120 x 160 Pixel";"65.536 màu";"QQVGA";NULL;"1.77 inches";"Kính thường";"Không";"Không";"Không";"Không";"Không";"Không";"Không";"2000 số";"Không";"111.9 x 49.17 x 14.4 mm";"74.04 g";"Dạng thanh";"Hợp chất nhựa";"Không";"Không";NULL;"800 mAh";"Có";NULL;NULL;NULL;"Không";NULL;NULL;"Không";"3.5 mm";"Không";"Không";"Không";"Không";NULL;"2 SIM thường";NULL;NULL;NULL;"2";"Không";"Không";NULL;"Không";"Không";"Không";"Không";"Không";"Không";"12 Tháng";"Trung Quốc";"2019";"Không";"Không";"Không";"Không";"Không";"Không";NULL;"Hộp, Máy, Bộ sạc, Pin, sách hướng dẫn
";NULL;"không"
"244";"Nokia 210 DS";"https://cdn.fptshop.com.vn/Uploads/Originals/2019/3/27/636893025571180404_nokia-210-ds-den-1.png";"779000";"539000";NULL;"Không";"Không";"Đen/";"Bảo hành mở rộng:
Mua gói bảo hành chính hãng mở rộng 24 tháng giá 99,000đ.
 Xem chi tiết";"https://fptshop.com.vn/dien-thoai/nokia-210-ds/473653/tra-gop";"TFT LCD";"240 x 320 Pixels";"65.536 màu";"QVGA";NULL;"2.4 inches";"Không";"Không";"Không";"Không";"Không";"Không";"Không";"Không";"500 số";"Không";"120.8 x 53.5 x 13.8 mm";"Đang cập nhật";"Thanh + Thẳng";"Nhựa";"Không";"Li-Ion";NULL;"1020 mAh";"Có";NULL;NULL;NULL;"Có";NULL;NULL;"Micro USB";"3.5 mm";"Không";"Không";"Có";"Có";NULL;"Micro Sim";NULL;NULL;NULL;"2";"Không";"Không";NULL;"Không";"Có";"Không";"Có";"Có";"Chặn cuộc gọi, chặn tin nhắn";"12 Tháng";"Trung Quốc";"2019";"Không";"0.3 MP";"Không";"Có";"Có";"Không";NULL;;NULL;"không"
"245";"iPhone 6s Plus 128GB";"https://cdn.fptshop.com.vn/Uploads/Originals/2020/1/7/637139916609041371_6s-pl-vang-1.png";"8490000";"6655000";"8990000";NULL;"128 GB";"Vàng/Hồng/Bạc/";"Giá đặc biệt khi mua Online đến 21/06: 8,490,000đ
Hoặc mua giá thường: 8,990,000đ
Trả góp 1% chỉ từ 699,000đ 
Xem chi tiếtTrả góp 0%
Khách hàng được khuyến mại thêm:
Thu cũ đổi mới tiết kiệm đến 14 triệu 
Xem chi tiếtTặng PMH 500,000đ mua Airpods
Tặng suất mua Đồng hồ thời trang giảm đến 40% 
Xem chi tiếtBảo hành mở rộng:
Mua gói bảo hành chính hãng mở rộng 24 tháng giá 429,000đ.
 Xem chi tiếtTặng PMH 300,000đ (S) 
 Xem chi tiết";"https://fptshop.com.vn/dien-thoai/iphone-6s-plus-128gb/101165/tra-gop";"Rentina";"1080 x 1920 pixels";"16 Triệu màu";"Full HD";"3D Touch";NULL;NULL;NULL;NULL;"A9";NULL;NULL;"Không";"Không";"Không giới hạn";NULL;"158.2 x 77.9 x 7.3 mm";"192g";"Thanh (thẳng) + Cảm ứng";NULL;NULL;"lithium-ion battery";NULL;"2750mAh";"Không";"16 ngày";"24 giờ (3G)";NULL;NULL;NULL;NULL;"Lightning to USB Cable";"3.5 mm";"802.11a/b/g/n/ac Wi‑Fi with MIMO";"Có";"Bluetooth 4.2 wireless technology";NULL;NULL;"Nano Sim";"GSM/EDGE (850, 900, 1800, 1900 MHz)";"UMTS/HSPA+/DC-HSDPA (850, 900, 1700/2100, 1900, 2100 MHz)";"TD-LTE (Bands 38, 39, 40, 41)";"1 Sim";"Có";NULL;NULL;"MP4/H.263/H.264";"	MP3, WAV, WMA, eAAC+";"Có";"Có";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;NULL;"không"
"246";"Nokia 5310 (2020)";"https://cdn.fptshop.com.vn/Uploads/Originals/2020/3/24/637206630403680102_nokia-5310-2020-den-1.png";"989000";"781000";NULL;"8 MB";"4 MB";"Đen/Đỏ/Trắng/Đỏ/";"Bảo hành mở rộng:
Mua gói bảo hành chính hãng mở rộng 24 tháng giá 99,000đ.
 Xem chi tiết";"https://fptshop.com.vn/dien-thoai/nokia-5310-2020/555735/tra-gop";"TFT";"320 x 240 Pixel";"65.536 màu";"QVGA";NULL;"2.4 inches";"Kính thường";"Không";"Không";"Không";"Không";"Không";"Không";"32 GB";"2000 số";"Không";"123.75x52.4x13.1mm";"88g";"Dạng thanh";"Hợp chất nhựa";"Không";"Li-Ion";NULL;"1200 mAh";"Có";NULL;NULL;NULL;"Không";NULL;NULL;"Micro USB";"3.5 mm";"Không";"Không";"Bluetooth V3.0";"Không";NULL;"2 SIM thường";NULL;NULL;NULL;"2";"Không";"Không";NULL;"Không";"Có";"Không";"Có";"Có";"Không";"12 Tháng";"Trung Quốc";"2020";"Không";"0.3 MP";"Không";"Có";"Không";"Không";NULL;"không";NULL;"không"
"247";"Nokia 2.2 2GB/16GB";"https://cdn.fptshop.com.vn/Uploads/Originals/2019/6/28/636973415145854594_nokia-22-den-1.png";"1640000";"1100000";NULL;"2 GB";"16 GB";"Đen/Xám/";"Tặng 175 kWh điện trị giá 350,000đ (đã trừ vào giá)
Tặng suất mua Đồng hồ thời trang giảm đến 40% 
Xem chi tiếtBảo hành mở rộng:
Mua gói bảo hành chính hãng mở rộng 24 tháng giá 129,000đ.
 Xem chi tiết";"https://fptshop.com.vn/dien-thoai/nokia-22-2gb-16gb/495520/tra-gop";"IPS LCD";"720 x 1520 Pixels";"Đang cập nhật";"HD +";NULL;"5.7 inches";"Kính thường";"2.0 GHz";"Quad-Core 64-bit";"Mediatek MT6761";"PowerVR GE8320";"Gia tốc kế, cảm biến ánh sáng, cảm biến tiệm cận";"Micro SD";"400 GB";"Tùy bộ nhớ";"Đang cập nhật";"145.96 x 70.56 x 9.3mm";"153g";"Không";"Không";"Không";"Li-Ion";NULL;"3000mAh, sạc 5W";"Có";NULL;NULL;NULL;"Không";NULL;NULL;"Micro USB";"3.5 mm";"802.11 b/g/n, 2.4GHz";"BDS, A-GPS, GLONASS";"A2DP, LE, v4.2";"Không";NULL;"Nano SIM";NULL;NULL;NULL;"2";"Không";NULL;NULL;"Có";"Có";"Không";"Có";"Không";"Không";"12 Tháng";"Trung Quốc";"2019";"5.0 MP";"13.0 MP, f2.2";"Quay video HD";"Quay phim FullHD 1080p@30fps";"Có";"HDR, panorama, tăng cường sáng, time-lapse, chế độ làm đẹp, Google Lens";NULL;"Pin,Sạc,Hộp,Sách hướng dẫn,Cáp,Tai nghe 
";NULL;"không"
"248";"Nokia 105 SS (2019)";"https://cdn.fptshop.com.vn/Uploads/Originals/2019/8/7/637007888894222572_nokia-105-2019-den-1.png";"349000";"242000";NULL;"4 MB";"4 MB";"Đen/Xanh/";"Bảo hành mở rộng:
Mua gói bảo hành chính hãng mở rộng 24 tháng giá 99,000đ.
 Xem chi tiết";"https://fptshop.com.vn/dien-thoai/nokia-105-ss-2019/515706/tra-gop";"TFT";"Đang cập nhật";"65.536 màu";"QQVGA";NULL;"1.77 inchs";"Kính thường";"Không";"Không";"Không";"Không";"Không";"Không";"Không";"2000 số";"Đang cập nhật";"111.9 x 49.17 x 14.4 mm";"73.02 g";"Dạng thanh";"Nhựa";"Không";"Li-Ion";NULL;"800mAh";"Có";NULL;NULL;NULL;"Không";NULL;NULL;"MicroUSB";"3.5mm";"Không";"Không";"Không";"Không";NULL;"Nano SIM";NULL;NULL;NULL;"1";"Không";"Không";NULL;"Không";"Không";"Không";"Có";"Không";"Không";"12 Tháng";"Singapore";"2019";"Không";"Không";"Không";"Không";"Không";"Không";NULL;"không";NULL;"không"
"249";"Nokia 2720 Flip 4G";"https://cdn.fptshop.com.vn/Uploads/Originals/2019/9/9/637036478411011300_nokia-2720-1.png";"1990000";"1375000";NULL;"512 MB";"4 GB";"Đen/";"Tặng suất mua Đồng hồ thời trang giảm đến 40% 
Xem chi tiếtBảo hành mở rộng:
Mua gói bảo hành chính hãng mở rộng 24 tháng giá 129,000đ.
 Xem chi tiết";"https://fptshop.com.vn/dien-thoai/nokia-2720/511018/tra-gop";"TFT";"240 x 320 Pixels";"16 Triệu";"QVGA";NULL;"2.8 inches";"Kính thường";"1.1 GHz";"Không";"QCM MSM8905";"Adreno 304";"Không";"Micro SD";"32 GB";"1000 số";"Khoảng 2GB";"Closed: 54.5 x 104.8 x 18.7 mm  Open: 54.5 x 192.7 x 11.6 mm";"118g";"Máy gập";"Hợp chất nhựa";"Không";"Li-Ion";NULL;"1500 mAh";"Có";NULL;NULL;NULL;"Không";NULL;NULL;"Micro USB";"3.5 mm";"Wi-Fi 802.11 b/g/n, Wi-Fi hotspot";"A-GPS, Glonass";"v4.2, A2DP, LE";"Không";NULL;"Nano SIM";NULL;NULL;NULL;"2";"Không";"Không";NULL;"Có";"Có";"Có";"Có";"Có";"facebook - Whatsapp, - Google Assistant";"12 Tháng";"Trung Quốc";"2019";"Không";"2.0 MP";"Không";"Có";"Có";"Không";NULL;"Hộp máy, điện thoại, bộ sạc, tai nghe, sách hướng dẫn sử dụng và pin
";NULL;"không"
"250";"Nokia 3310";"https://cdn.fptshop.com.vn/Uploads/Originals/2018/5/21/636624954539449088_1.jpg";"1059000";"759000";NULL;"Không";"Không";;"Tặng suất mua Đồng hồ thời trang giảm đến 40% 
Xem chi tiếtBảo hành mở rộng:
Mua gói bảo hành chính hãng mở rộng 24 tháng giá 129,000đ.
 Xem chi tiết";"https://fptshop.com.vn/dien-thoai/nokia-3310/283521/tra-gop";"TFT LCD";"320 x 240 pixels";"65.536 màu";"QVGA";"Không";"2,4’’ QVGA";"Đang cập nhật";"Không";"Không";"Không";"Không";"Không";"MicroSD";"32 GB";"2000 số";"Không";"115.6 x 51 x 12.8 mm";"83.4 g";"Thanh";"Nhựa";"Không";"Li-Ion";NULL;"1200 mAh";"Không";"Đang cập nhật";"Đang cập nhật";"Đang cập nhật";"Không";"	microUSB v2.0";"	Không";"Micro USB";"3.5 mm";"Không";"Không";"Có";"Không";NULL;"Micro";"Có";"Không";"Không";"2";"Không";"Không";"Không";"Không";"Có";"Không";"Có";"Không";"Không";"12 Tháng";"Trung Quốc";"2017";"Không";"2 MP";"Không";"Có";"Có";NULL;NULL;;NULL;"không"
"251";"Nokia 800 Tough";"https://cdn.fptshop.com.vn/Uploads/Originals/2019/9/23/637048520778396156_nokia-800-tough-den-1.png";"2490000";"1716000";NULL;"512 MB";"4 GB";"Đen/";"Tặng suất mua Đồng hồ thời trang giảm đến 40% 
Xem chi tiếtBảo hành mở rộng:
Mua gói bảo hành chính hãng mở rộng 24 tháng giá 199,000đ.
 Xem chi tiết";"https://fptshop.com.vn/dien-thoai/nokia-800-tough/511368/tra-gop";"TFT";"320 x 240 Pixel";"256,000";"LCD";NULL;"2.4 inches";"Đang cập nhật";"1.1Ghz";"2";"Qualcomm MSM8905 Snapdragon 205";"Adreno 304";"không";"Micro SD";"32 GB";"1000 số";"Đang cập nhật";"145.4 x 62.1 x 16.1 mm";"161g";"Dạng thanh";"Hợp chất nhựa";"Khả năng kháng nước, kháng bụi chuẩn IP68";"Không";NULL;"2100mAh";"Có";NULL;NULL;NULL;"Không";NULL;NULL;"Đang cập nhật";"Không";"802.11 a/b/g/n, Wi-Fi hotspot";"A-GPS, GLONASS";"Bluetooth 4.1";"Không";NULL;"2 SIM Nano (SIM 2 chung khe thẻ nhớ)";NULL;NULL;NULL;"2";"Không";NULL;NULL;"Có";"Có";"Có";"Có";"Có";"Không";"12 Tháng";NULL;NULL;"Không";"2.0 MP";"không";"Có";"Có";"Không";NULL;"không";NULL;"không"
"252";"Nokia 3.2 2GB-16GB";"https://cdn.fptshop.com.vn/Uploads/Originals/2019/5/15/636935097971628974_nokia-3-2-16gb-1.png";"1990000";"1430000";NULL;"2 GB";"16 GB";"Đen/";"Tặng suất mua Đồng hồ thời trang giảm đến 40% 
Xem chi tiếtBảo hành mở rộng:
Mua gói bảo hành chính hãng mở rộng 24 tháng giá 129,000đ.
 Xem chi tiết";"https:/dien-thoai/nokia-32-3gb-32gb";"IPS LCD";"720 x 1520 Pixels";"Đang cập nhật";"HD +";NULL;"6.26 inches";"Mặt kính cong 2.5D";"1.8 GHz";"Quad-Core 64-bit";"Qualcomm Snapdragon 429";"Adreno 504";"Cảm biến ánh sáng, Cảm biến tiệm cận, Gia tốc kế, Mở khóa khuôn mặt";"MicroSD";"400 GB";"Tùy bộ nhớ";"16 GB";"159.44 x 76.24 x 8.6mm";"178 g";"Nguyên Khối";"Nhựa";"Không";"Li-Ion";NULL;"4000 mAh";"Không";NULL;NULL;NULL;"Có";NULL;NULL;"Micro USB";"3.5 mm";"802.11 a/b/g/n, Wi-Fi hotspot";"BDS, A-GPS, GLONASS";"v4.2, A2DP, aptX, LE";"Không";NULL;"2 SIM Nano (SIM 2 chung khe thẻ nhớ)";NULL;NULL;NULL;"2";"Không";NULL;NULL;"Có";"Có";"Có";"Có";"Có";"Thời gian phát MP3: lên tới 98 giờ, Thời gian phát Video: lên tới 14 giờ";"12 Tháng";"Trung Quốc";"2019";"5.0 MP";"13.0 MP";"Quay video HD, Tự động lấy nét";"Quay phim full HD 1080p@30fps";"Có";"Tự động lấy nét, Chạm lấy nét, Nhận diện khuôn mặt, HDR, Panorama";NULL;;NULL;"không"
"253";"OPPO Find X2 Lite";"https://cdn.fptshop.com.vn/Uploads/Originals/2020/4/15/637225412456377776_oppo-find-x2-lite-2.png";"None";"None";"None";NULL;NULL;;;"không";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"không";NULL;"Sản phẩm tin đồn"
"254";"Nokia 3.2 3GB-32GB";"https://cdn.fptshop.com.vn/Uploads/Originals/2020/5/27/637261964477193803_nokia-32-den-1.png";"2290000";"2728000";"3290000";"3 GB";"32 GB";"Đen/";"Giá đặc biệt đến 21/06: 2,290,000đ
Tặng suất mua Đồng hồ thời trang giảm đến 40% 
Xem chi tiếtBảo hành mở rộng:
Mua gói bảo hành chính hãng mở rộng 24 tháng giá 229,000đ.
 Xem chi tiết";"https:/dien-thoai/nokia-32-3gb-32gb";"IPS LCD";"720 x 1520 Pixels";"Đang cập nhật";"HD +";NULL;"6.26 inches";"Mặt kính cong 2.5D";"1.8 GHz";"Quad-Core 64-bit";"Qualcomm Snapdragon 429";"Adreno 504";"Cảm biến vân tay, Cảm biến ánh sáng, Cảm biến tiệm cận, Gia tốc kế, Mở khóa khuôn mặt";"MicroSD";"400 GB";"Tùy bộ nhớ";"20GB";"159.44 x 76.24 x 8.6mm";"178 g";"Nguyên Khối";"Hợp chất nhựa";"Không";"Li-Ion";NULL;"4000 mAh";"Không";NULL;NULL;NULL;"Không";NULL;NULL;"Micro USB";"3.5 mm";"802.11 b/g/n, Wifi Hotspot";"BDS, A-GPS, GLONASS";"v4.2, A2DP, aptX, LE";"Không";NULL;"2 SIM Nano (SIM 2 chung khe thẻ nhớ)";NULL;NULL;NULL;"2";"Đang cập nhật";NULL;NULL;"Có";"Có";"Có";"Có";"Có";"Thời gian phát MP3: lên tới 98 giờ, Thời gian phát Video: lên tới 14 giờ";"12 Tháng";"Trung Quốc";"2019";"5.0 MP";"13.0 MP";"Quay video HD, Tự động lấy nét";"Quay phim full HD 1080p@30fps";"Không";"Tự động lấy nét, Chạm lấy nét, Nhận diện khuôn mặt, HDR, Panorama";NULL;;NULL;"không"
"255";"OPPO Reno A";"https://cdn.fptshop.com.vn/Uploads/Originals/2019/10/8/637061405889531990_oppo-reno-a-1.png";"None";"None";"None";NULL;NULL;;;"không";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"không";NULL;"Sản phẩm tin đồn"
